id,price
556713,235236.959398254
192912,235236.959398254
238224,139282.48318374902
257134,178483.45007620912
521738,139282.48318374902
383947,139282.48318374902
986212,128304.17932131502
499733,235319.71511565245
76927,160458.496697946
473866,236068.5025295816
155953,134753.53465083535
758087,178604.90085326022
836819,235319.71511565245
438415,97198.21133427133
469753,134753.53465083535
884685,235236.959398254
660342,238034.63223843343
854204,160458.496697946
195954,235985.74681218318
801187,139282.48318374902
566805,135929.3765786151
356465,140161.9053859418
165926,160458.496697946
777663,160458.496697946
13932,178604.90085326022
403533,178604.90085326022
882393,96889.14035112901
556695,139282.48318374902
230552,135929.3765786151
513054,160458.496697946
956573,128304.17932131502
95811,235236.959398254
987595,178483.45007620912
168773,235319.71511565245
606651,97198.21133427133
410552,133651.1940883338
190644,160458.496697946
112788,178604.90085326022
606095,133651.1940883338
415365,139282.48318374902
743024,139282.48318374902
166069,280974.00879018306
47087,134753.53465083535
261147,235319.71511565245
339691,236068.5025295816
171679,97198.21133427133
620616,139282.48318374902
332233,235319.71511565245
960442,178483.45007620912
541833,497375.4981881229
854062,236068.5025295816
262247,235319.71511565245
78476,97198.21133427133
247473,134753.53465083535
250522,139282.48318374902
578236,299706.2382679933
878367,133573.82285410125
127418,235319.71511565245
536360,128304.17932131502
636460,134753.53465083535
476380,178483.45007620912
970258,307355.84468781424
198438,97198.21133427133
50587,139282.48318374902
591903,236068.5025295816
309742,132717.71664223456
638111,128304.17932131502
547918,139282.48318374902
659211,97469.19517112427
631300,131609.47615942088
476373,139282.48318374902
127470,178604.90085326022
169388,139282.48318374902
879781,178604.90085326022
49645,133651.1940883338
287082,303670.5836927097
284291,128304.17932131502
577674,97198.21133427133
209896,128304.17932131502
918724,178604.90085326022
353275,134753.53465083535
35911,133651.1940883338
438255,178483.45007620912
403472,139282.48318374902
704690,154080.55852226037
102031,133573.82285410125
244869,235319.71511565245
950620,139282.48318374902
985727,139282.48318374902
778587,399298.8481651552
238317,229981.36094948603
416412,178394.7348816434
395266,139282.48318374902
578257,178604.90085326022
800934,134753.53465083535
943052,178483.45007620912
752996,140666.98179312763
180728,97198.21133427133
12253,139282.48318374902
987469,764689.8245214401
650914,139282.48318374902
121889,178483.45007620912
332290,178483.45007620912
84069,131609.47615942088
660478,178604.90085326022
497455,178604.90085326022
110244,307355.84468781424
106129,280974.00879018306
616483,178604.90085326022
884349,235480.61332740105
244730,97198.21133427133
442705,128304.17932131502
103444,139282.48318374902
652877,178604.90085326022
163663,178604.90085326022
198841,307355.84468781424
571582,235236.959398254
840902,178483.45007620912
331397,139282.48318374902
352714,135048.18964198593
68354,134753.53465083535
877413,139282.48318374902
607417,133651.1940883338
412411,134753.53465083535
47334,235236.959398254
570477,132717.71664223456
500031,96889.14035112901
673878,178604.90085326022
331476,139282.48318374902
104331,178394.7348816434
861146,235319.71511565245
878386,139282.48318374902
346245,97198.21133427133
622575,235319.71511565245
652257,348443.6337683543
348435,139282.48318374902
849856,178483.45007620912
488076,96889.14035112901
47083,134753.53465083535
155969,134753.53465083535
614815,133651.1940883338
190415,132717.71664223456
131139,132717.71664223456
576890,178483.45007620912
652323,235319.71511565245
578123,474313.34441038984
71525,139282.48318374902
175612,298333.7990226795
915933,140666.98179312763
142683,178483.45007620912
15531,139282.48318374902
439958,139282.48318374902
452560,240672.9159996932
605872,159356.15613544444
104005,134753.53465083535
33784,178483.45007620912
356367,128304.17932131502
692671,139282.48318374902
210212,139282.48318374902
960153,178483.45007620912
794180,97198.21133427133
674128,178483.45007620912
577466,97198.21133427133
380048,133573.82285410125
308581,235236.959398254
752553,128304.17932131502
192962,178483.45007620912
272373,128304.17932131502
346295,132717.71664223456
577431,134753.53465083535
321382,133651.1940883338
262959,235236.959398254
349293,139282.48318374902
718078,140666.98179312763
331484,97198.21133427133
306189,230953.5377268559
959641,140666.98179312763
659948,181356.82236792214
238612,178483.45007620912
550666,200638.86079614662
659042,134753.53465083535
356560,96889.14035112901
476032,139282.48318374902
879357,178604.90085326022
567373,139282.48318374902
660427,235319.71511565245
652803,235319.71511565245
516425,235319.71511565245
944858,178483.45007620912
71784,235085.1327555873
272436,138777.40677656324
28027,160458.496697946
265968,178230.35337171162
450546,235319.71511565245
696904,97198.21133427133
746743,139282.48318374902
137655,134753.53465083535
356579,97198.21133427133
497191,97198.21133427133
58845,139282.48318374902
63868,236068.5025295816
920470,241936.85434401475
416346,235175.17732031495
375891,128304.17932131502
416115,97198.21133427133
331246,97198.21133427133
964006,133651.1940883338
284696,140666.98179312763
986966,140666.98179312763
605864,158422.67868934514
288457,139282.48318374902
994319,128304.17932131502
659704,139282.48318374902
238012,181445.53756248782
752421,139282.48318374902
142348,401870.65501400194
831308,133573.82285410125
96072,178604.90085326022
16094,235085.1327555873
20874,139282.48318374902
590303,178483.45007620912
944455,140666.98179312763
478525,139282.48318374902
690944,235319.71511565245
121819,131609.47615942088
598263,178483.45007620912
532343,235985.74681218318
985100,235236.959398254
352857,139282.48318374902
378384,140666.98179312763
515281,235985.74681218318
82980,178604.90085326022
293644,139282.48318374902
701516,178604.90085326022
184889,178483.45007620912
615435,134753.53465083535
39145,178483.45007620912
726989,160458.496697946
331721,139282.48318374902
241584,139282.48318374902
35965,132717.71664223456
10412,181566.9883395389
922284,235319.71511565245
570495,235319.71511565245
916035,275983.0105512986
984721,178483.45007620912
356972,139282.48318374902
534400,178604.90085326022
675778,178483.45007620912
525122,140666.98179312763
230305,275212.24444945913
583260,181445.53756248782
184769,139282.48318374902
937519,178483.45007620912
364006,1022449.0880907828
588148,128304.17932131502
737763,160458.496697946
464174,128304.17932131502
541819,128304.17932131502
111399,135929.3765786151
950634,178604.90085326022
839422,178483.45007620912
78522,133651.1940883338
394681,129480.02124909473
858697,140666.98179312763
469777,235236.959398254
276336,96889.14035112901
200737,139282.48318374902
532710,235319.71511565245
359874,139282.48318374902
47385,139282.48318374902
517575,132717.71664223456
78598,134753.53465083535
103917,139282.48318374902
76924,133573.82285410125
738091,139282.48318374902
488661,139282.48318374902
32111,96889.14035112901
887540,139282.48318374902
516258,178230.35337171162
542867,235319.71511565245
986201,139282.48318374902
650883,139282.48318374902
71762,139282.48318374902
25370,180340.5423130249
884290,235319.71511565245
568680,236068.5025295816
194025,96889.14035112901
309827,139282.48318374902
693200,235319.71511565245
878385,139282.48318374902
839393,134827.03601611356
643454,178604.90085326022
136098,129480.02124909473
743773,234205.91466280146
141996,133651.1940883338
920270,139282.48318374902
428176,97198.21133427133
198672,139282.48318374902
967878,178604.90085326022
840724,181445.53756248782
986780,139282.48318374902
605727,178483.45007620912
131146,132717.71664223456
351295,229981.36094948603
637285,128304.17932131502
147180,134749.66478188097
693580,178604.90085326022
311962,181566.9883395389
558364,241629.54283424813
62538,139282.48318374902
854019,178230.35337171162
44589,236068.5025295816
521072,128304.17932131502
30820,139282.48318374902
879012,131609.47615942088
993305,97198.21133427133
197984,178604.90085326022
410531,180219.09153597386
659977,236068.5025295816
243205,139282.48318374902
34661,132717.71664223456
578607,178483.45007620912
658787,133573.82285410125
752419,160458.496697946
77202,243018.3510519896
357046,1197532.9459034132
296252,178483.45007620912
409369,139282.48318374902
231408,133651.1940883338
973651,139282.48318374902
210308,178604.90085326022
787083,181566.9883395389
626500,138777.40677656324
106023,160458.496697946
391440,97198.21133427133
241819,229981.36094948603
114190,238034.63223843343
173821,178483.45007620912
576891,128304.17932131502
272577,97198.21133427133
378289,97469.19517112427
873778,160458.496697946
626307,140161.9053859418
132946,128304.17932131502
833863,181566.9883395389
606263,97198.21133427133
192492,139282.48318374902
325938,236068.5025295816
839350,139282.48318374902
931844,140666.98179312763
175362,235236.959398254
747257,230102.81172653707
816391,134753.53465083535
298692,133573.82285410125
28193,235319.71511565245
532340,140161.9053859418
454530,139282.48318374902
315860,139282.48318374902
88458,178483.45007620912
569035,134753.53465083535
693141,181566.9883395389
631205,235236.959398254
82767,139282.48318374902
635554,160458.496697946
313327,139282.48318374902
783859,235319.71511565245
416081,135929.3765786151
353208,139282.48318374902
737869,97198.21133427133
673340,160458.496697946
491172,178483.45007620912
878272,139282.48318374902
918556,139282.48318374902
112712,139282.48318374902
964157,132717.71664223456
352908,140666.98179312763
500156,139282.48318374902
886740,139282.48318374902
949144,160458.496697946
142601,139282.48318374902
353939,133573.82285410125
969327,139282.48318374902
391551,235236.959398254
85629,138777.40677656324
699213,181445.53756248782
290002,97198.21133427133
879511,235319.71511565245
284567,229332.0456246977
660410,235319.71511565245
465939,97198.21133427133
387248,307355.84468781424
62060,139282.48318374902
727442,139282.48318374902
525105,134753.53465083535
692160,128304.17932131502
455674,139282.48318374902
253108,281925.1105895722
626704,178483.45007620912
746951,178230.35337171162
697115,359354.96683775587
743379,178230.35337171162
181180,178483.45007620912
918799,139282.48318374902
442676,235319.71511565245
89772,133573.82285410125
952791,160458.496697946
356600,97198.21133427133
37377,135929.3765786151
583715,139282.48318374902
615627,139282.48318374902
418089,307550.6697845691
499876,178483.45007620912
196008,235236.959398254
85647,128304.17932131502
150959,97198.21133427133
878040,160458.496697946
839230,97198.21133427133
152686,235985.74681218318
176486,139282.48318374902
381656,178483.45007620912
282294,133651.1940883338
473948,235236.959398254
854175,307355.84468781424
