id,price
556713,267837.7972630393
192912,179057.5069050831
238224,143582.86341399446
257134,146258.81899442468
521738,152780.57080144697
383947,137135.43994148166
986212,98787.49205068337
499733,192824.02715431913
76927,158667.65483305434
473866,267993.4117987766
155953,114362.66890085499
758087,148751.4267178031
836819,179057.5069050831
438415,79517.35813468313
469753,125758.34586999734
884685,267738.8806917492
660342,308331.7863896862
854204,242025.92096352458
195954,267738.8806917492
801187,113533.06501384905
566805,143962.80537123125
356465,167848.5742164149
165926,178068.0539718303
777663,157762.08532694235
13932,167418.7636086686
403533,208778.0537958444
882393,92544.96201195932
556695,140098.8726145785
230552,144104.04048613532
513054,168831.24112884
956573,123069.99067279707
95811,267738.8806917492
987595,191058.23439512902
168773,179119.22374209488
606651,111939.29202567646
410552,119397.1436149297
190644,135524.54432503076
112788,167418.7636086686
606095,118815.66524643148
415365,116380.84287789688
743024,143582.86341399446
166069,299895.78873985045
47087,125758.34586999734
261147,172409.70078181315
339691,267993.4117987766
171679,79745.08775883807
620616,142302.52745803355
332233,179119.22374209488
960442,115057.52405167511
541833,167418.7636086686
854062,267738.8806917492
262247,179119.22374209488
78476,106073.8408271209
247473,97819.46979532762
250522,113533.06501384905
578236,236452.34376279646
878367,123111.10577314204
127418,179057.5069050831
536360,114374.6604173454
636460,100356.42505700878
476380,182032.0105182208
970258,267837.7972630393
198438,106073.8408271209
50587,107605.97521017012
591903,265483.8554478465
309742,100156.94756392561
638111,97714.72995351013
547918,125758.34586999734
659211,95353.82671098087
631300,79340.21545802287
476373,141943.60491231954
127470,108011.97745822075
169388,125758.34586999734
879781,175098.26207178095
49645,100156.94756392561
287082,224580.37449649564
284291,99988.37989552479
577674,81631.23626519933
209896,119229.50423732997
918724,114873.1269622838
353275,123111.10577314204
35911,125758.34586999734
438255,206312.95520098414
403472,116380.84287789688
704690,98787.49205068337
102031,100356.42505700878
244869,422174.2855560669
950620,100156.94756392561
985727,142302.52745803355
778587,421802.374187461
238317,119329.42165629021
416412,182662.79472084666
395266,113533.06501384905
578257,167418.7636086686
800934,125665.65531886766
943052,117221.02117491225
752996,168908.48269333845
180728,81145.56396154394
12253,182382.84781579082
987469,860368.2598448168
650914,100884.26171536639
121889,208175.524112966
332290,207224.7921402444
84069,203634.06656752175
660478,209272.9269367254
497455,167418.7636086686
110244,237413.51345059893
106129,235968.98413712927
616483,148751.4267178031
884349,267837.7972630393
244730,90080.32375785601
442705,123111.10577314204
103444,152610.62241757114
652877,152780.57080144697
163663,152780.57080144697
198841,237611.1525851469
571582,267738.8806917492
840902,167418.7636086686
331397,117726.90398241032
352714,124328.66161035656
68354,97819.46979532762
877413,142302.52745803355
607417,123111.10577314204
412411,125758.34586999734
47334,265836.510033784
570477,115815.31627011155
500031,78968.63160605486
673878,148404.84958522225
331476,119413.57125545412
104331,175190.47944168965
861146,283342.6371025684
878386,98955.04481689965
346245,79517.35813468313
622575,179119.22374209488
652257,137368.55846959146
348435,105949.52418617875
849856,208669.68306338863
488076,80617.27258172169
47083,125758.34586999734
155969,123111.10577314204
614815,125758.34586999734
190415,120912.54105038464
131139,98756.96567035519
576890,159011.37215189714
652323,172409.70078181315
578123,447642.65464026923
71525,113533.06501384905
175612,235782.71756983953
915933,168908.48269333845
142683,159011.37215189714
15531,175098.26207178095
439958,152780.57080144697
452560,121798.80521932204
605872,100156.94756392561
104005,98955.04481689965
33784,159011.37215189714
356367,125263.3168556561
692671,106061.07698688908
210212,113533.06501384905
960153,189542.80542421964
794180,83072.9542877248
674128,167418.7636086686
577466,89005.40234054306
380048,114462.73897597643
308581,265836.510033784
752553,122906.17311494426
192962,159011.37215189714
272373,125665.65531886766
346295,125758.34586999734
577431,125758.34586999734
321382,125758.34586999734
262959,179057.5069050831
349293,125758.34586999734
718078,168908.48269333845
331484,85756.1685240123
306189,122993.53038271438
959641,168476.52350671435
659948,191369.81154346117
238612,182032.0105182208
550666,193058.16330092077
659042,100356.42505700878
356560,79340.21545802287
476032,119363.29067810682
879357,114823.83886404794
567373,104857.95937466856
660427,172409.70078181315
652803,242025.92096352458
516425,179057.5069050831
944858,159011.37215189714
71784,179057.5069050831
272436,141897.7864500949
28027,173149.68761350622
265968,152866.71180184887
450546,193273.07143257157
696904,108366.79624835106
746743,117726.90398241032
137655,100156.94756392561
356579,108366.79624835106
497191,79340.21545802287
58845,137845.90222556004
63868,267837.7972630393
920470,148404.84958522225
416346,242982.2567035641
375891,112878.26999587496
416115,79340.21545802287
331246,85792.27402682467
964006,119413.57125545412
284696,186101.62901030396
986966,183757.26780773848
605864,120912.54105038464
288457,117290.40539554108
994319,125263.3168556561
659704,100156.94756392561
238012,196533.534697441
752421,123111.10577314204
142348,426207.3937261215
831308,119397.1436149297
96072,152780.57080144697
16094,245071.23254060204
20874,175098.26207178095
590303,182032.0105182208
944455,168476.52350671435
478525,141943.60491231954
690944,179057.5069050831
121819,185119.70274916844
598263,159011.37215189714
532343,196639.96285713612
985100,192446.62112959253
352857,152610.62241757114
378384,168476.52350671435
515281,267738.8806917492
82980,198433.39716267
293644,102755.23265660874
701516,175098.26207178095
184889,148349.21104372558
615435,98596.5480562769
39145,193058.16330092077
726989,125758.34586999734
331721,119218.35795464553
241584,113533.06501384905
35965,120912.54105038464
10412,207005.29159236702
922284,172409.70078181315
570495,193273.07143257157
916035,167418.7636086686
984721,147250.5415409009
356972,108657.6737340315
534400,167418.7636086686
675778,208298.10811800094
525122,140775.52873609503
230305,115057.52405167511
583260,195244.9078257799
184769,152610.62241757114
937519,193058.16330092077
364006,1006192.1375157045
588148,109243.47138019974
737763,123203.95436927915
464174,125263.3168556561
541819,119413.57125545412
111399,144175.48340214533
950634,152780.57080144697
839422,159011.37215189714
78522,123203.95436927915
394681,140066.66595998217
858697,191361.29342532204
469777,193273.07143257157
276336,90464.27394490666
200737,142302.52745803355
532710,242025.92096352458
359874,137135.43994148166
47385,142537.07373352372
517575,125758.34586999734
78598,122884.39365402338
103917,141472.44739603423
76924,125665.65531886766
738091,125758.34586999734
488661,152610.62241757114
32111,92544.96201195932
887540,100356.42505700878
516258,175190.47944168965
542867,192132.83732737086
986201,143582.86341399446
650883,98596.5480562769
71762,142302.52745803355
25370,168158.91685063308
884290,267738.8806917492
568680,267738.8806917492
194025,92544.96201195932
309827,143582.86341399446
693200,267738.8806917492
878385,98955.04481689965
839393,140775.52873609503
643454,152780.57080144697
136098,137045.0011742654
743773,174172.02091680505
141996,123111.10577314204
920270,141987.75999364618
428176,106073.8408271209
198672,140490.35843209358
967878,209272.9269367254
840724,188884.0997618516
986780,141987.75999364618
605727,167418.7636086686
131146,100156.94756392561
351295,148751.4267178031
637285,98787.49205068337
147180,140775.52873609503
693580,167418.7636086686
311962,209992.22599813202
558364,208669.68306338863
62538,142302.52745803355
854019,145490.75306287283
44589,267837.7972630393
521072,125263.3168556561
30820,143582.86341399446
879012,192997.59380470312
993305,111939.29202567646
197984,175098.26207178095
410531,215344.7808858924
659977,265483.8554478465
243205,108865.439954994
34661,120912.54105038464
578607,159011.37215189714
658787,123069.99067279707
752419,144620.22098580975
77202,216817.65972146485
357046,1127042.645181051
296252,171468.85307060333
409369,107440.42381950241
231408,122357.38845259172
973651,142302.52745803355
210308,114823.83886404794
787083,206912.7853304679
626500,107115.28177954741
106023,141943.03130939766
391440,80485.89992383486
241819,208669.68306338863
114190,303794.4631967083
173821,182032.0105182208
576891,120912.54105038464
272577,81875.9079876596
378289,109454.84531485103
873778,242025.92096352458
626307,167952.38610938142
132946,125758.34586999734
833863,217954.35536419105
606263,90567.16941112046
192492,142302.52745803355
325938,267738.8806917492
839350,135501.56161711703
931844,168476.52350671435
175362,265836.510033784
747257,167418.7636086686
816391,97819.46979532762
298692,125758.34586999734
28193,242025.92096352458
532340,167952.38610938142
454530,117900.19632320757
315860,139838.03157548772
88458,167418.7636086686
569035,125758.34586999734
693141,193638.4194514601
631205,267738.8806917492
82767,142302.52745803355
635554,105705.41444446478
313327,142302.52745803355
783859,269479.1852737385
416081,143962.80537123125
353208,142302.52745803355
737869,111939.29202567646
673340,135403.74469273922
491172,182032.0105182208
878272,100156.94756392561
918556,139951.59054092906
112712,164564.79586028986
964157,125758.34586999734
352908,183757.26780773848
500156,108657.6737340315
886740,125758.34586999734
949144,125758.34586999734
142601,141987.75999364618
353939,100156.94756392561
969327,164624.2254104345
391551,179057.5069050831
85629,102243.56093235406
699213,196639.96285713612
290002,91186.69903584979
879511,242025.92096352458
284567,108238.62862888309
660410,192824.02715431913
465939,79340.21545802287
387248,237611.1525851469
62060,107605.97521017012
727442,99479.18800544142
525105,118815.66524643148
692160,125758.34586999734
455674,99438.10871215649
253108,209272.9269367254
626704,159011.37215189714
746951,175190.47944168965
697115,217954.35536419105
743379,152866.71180184887
181180,147409.24097896725
918799,97819.46979532762
442676,267738.8806917492
89772,125758.34586999734
952791,242025.92096352458
356600,111851.84328966845
37377,143954.25705174956
583715,98596.5480562769
615627,142302.52745803355
418089,408824.90703665436
499876,158902.62257432498
196008,267837.7972630393
85647,97819.46979532762
150959,83072.9542877248
878040,114615.82017606968
839230,90864.34919709832
152686,261021.48460622388
176486,152610.62241757114
381656,167418.7636086686
282294,125758.34586999734
473948,267738.8806917492
854175,264813.99874948245
287176,1131596.3017451416
985159,137045.0011742654
387232,183757.26780773848
15920,120709.53525947602
315852,114687.28997169081
774139,208669.68306338863
428087,173816.89847568178
606691,79340.21545802287
39340,113630.39524940455
577370,142302.52745803355
353163,189647.32387080413
532467,111939.29202567646
692915,267738.8806917492
208193,100156.94756392561
589873,140775.52873609503
190847,142302.52745803355
188469,125758.34586999734
692272,125263.3168556561
57445,141402.95944484125
607418,138208.59039941488
678918,174916.32053609446
583376,167418.7636086686
866644,85792.27402682467
80635,125263.3168556561
244836,111939.29202567646
571541,167418.7636086686
287471,179057.5069050831
824147,118640.30080386577
757689,92514.89663126814
738846,238580.72793935167
488073,99516.15340953242
111487,142302.52745803355
583661,100156.94756392561
757124,113533.06501384905
51813,217646.90636157643
625637,129278.01475728505
757360,125758.34586999734
817161,267738.8806917492
153977,125758.34586999734
252832,217954.35536419105
1522,152610.62241757114
438529,164000.58974711396
278658,103658.52562598711
394515,152780.57080144697
36013,138208.59039941488
346688,152610.62241757114
403480,182032.0105182208
445188,183757.26780773848
423584,141987.75999364618
145643,106949.90301739745
272310,125758.34586999734
82769,125263.3168556561
606608,206405.32729497613
982126,147250.5415409009
964098,102243.56093235406
611601,238580.72793935167
693545,182032.0105182208
631287,90156.50100981239
64118,120912.54105038464
697145,193273.07143257157
672940,125665.65531886766
607246,120596.11459911407
491060,152780.57080144697
191454,114380.50803681227
577638,100156.94756392561
446318,152866.71180184887
953713,312312.7510766571
180668,267837.7972630393
42056,142302.52745803355
607203,178636.82329009246
233833,142405.53493378888
569103,267738.8806917492
743386,107115.28177954741
221359,142302.52745803355
680050,113533.06501384905
255435,152489.9381131452
831796,216705.90373692045
349060,158667.65483305434
651140,97819.46979532762
728137,172409.70078181315
673290,112878.26999587496
445424,141987.75999364618
816515,125263.3168556561
403438,152489.9381131452
84473,164624.2254104345
801524,97819.46979532762
127430,267738.8806917492
406456,127105.78478806118
952660,172409.70078181315
88435,141943.03130939766
453468,172409.70078181315
227528,142302.52745803355
615810,175098.26207178095
622564,179057.5069050831
473457,97819.46979532762
626766,302894.4626979486
171605,117201.2453278947
879480,172409.70078181315
362373,196533.534697441
519598,193647.3345288615
346443,118886.4021990645
597883,109454.84531485103
887548,100356.42505700878
95742,120021.38786038122
311522,116269.85203416021
66926,126338.16417050334
346010,175190.47944168965
114303,147409.24097896725
25050,141943.03130939766
952540,634154.7529711804
475917,106073.8408271209
15714,114823.83886404794
652804,242025.92096352458
